researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
윤태영 (Yun. T. Y.),10733,ICT나노융합연구센터,https://rcard.re.kr/detail/+4IKCvPecwc1O1LLmnrXEQ==,6,NRF-NRFI2015-01,"Graphene Oxide: A new class of catalytic, ionic and molecular sieving materials",Loh Kian Ping,National University of Singapore,Data Access Contact:,0.3758,0.5368,0.0000
윤태영 (Yun. T. Y.),10733,ICT나노융합연구센터,https://rcard.re.kr/detail/+4IKCvPecwc1O1LLmnrXEQ==,7,NRF-000115,Development and verification of prototype real-time and online monitoring system for metal ions in water systems by ions-imprinted polymers,Li Fong Yau Sam,National University of Singapore,real-time; online monitoring; metal ions: ions-imprinted polymers,0.3754,0.5363,0.0000
윤태영 (Yun. T. Y.),10733,ICT나노융합연구센터,https://rcard.re.kr/detail/+4IKCvPecwc1O1LLmnrXEQ==,8,NRF-CRP4-2008-03,"Nanonets: New Materials, Devices for Integrated Energy Harnessing & Storage ""Nanonets"" comprising networks of electrically interconnected nanowires is exploited for its inventive, high-performance and fault-tolerant properties in electronics, green energy harnessing and storage applications",Subodh Gautam Mhaisalkar,Nanyang Technological University,Nanonets;Nanowires;Energy Harnessing;Energy Storage;Solar Cells;Batteries,0.3673,0.5248,0.0000
윤태영 (Yun. T. Y.),10733,ICT나노융합연구센터,https://rcard.re.kr/detail/+4IKCvPecwc1O1LLmnrXEQ==,9,MOE-000041,2D/3D Fully Conjugated Macrocycles and Molecular Cages with Global Aromaticity,Chi Chunyan,National University of Singapore,"physical organic chemistry, aromaticity, macrocycle, molecular cage, dynamic covalent chemistry, organic electronics",0.3596,0.5137,0.0000
윤태영 (Yun. T. Y.),10733,ICT나노융합연구센터,https://rcard.re.kr/detail/+4IKCvPecwc1O1LLmnrXEQ==,10,NRF-000581,"Intelligent online heavy metals analyzer using ions imprinted polymers for rivers, catchments, & sewers",Li Fong Yau Sam,National University of Singapore,Intelligent online heavy metals analyzer; ions imprinted polymers; rivers; catchments; sewers,0.3587,0.5125,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,1,NRF-000499,"High-resolution, Portable, Microwave Holographic Imaging (MHI) system for real-time visualization and analysis of concealed structures & defects in Engineered Facades",Kush Agarwal,WaveScan Technologies Pte. Ltd.,"radar imaging, signal processing, Stepped-Frequency Continuous-wave radar, machine learning, non-destructive testing, facade inspection",0.3681,0.5259,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,2,MOE-000808,Intelligent Single Pixel Opto-Spintronic Terahertz Imaging (iSPOT),Rajdeep Singh Rawat,Nanyang Technological University,Spintronic THz Emitter; Electric/magnetic field control of THz spintronic emitter; THz Imaging; Single-Pixel Imaging; Metamaterial THz Imaging,0.3674,0.5249,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,3,MOE-000719,Holographic MIMO for 6G Wireless Communications and Beyond,Yuen Chau,Nanyang Technological University,Holographic MIMO; Reconfigurable Intelligent Surface; Massive MIMO; channel modelling; channel estimation; beamforming design,0.3667,0.5239,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,4,RC/BNIG/2039/2015,"Imaging through Dynamic Scattering Media, a Pilot Study toward Non-Invasive Biomedical Imaging by Light",Steve Cuong Dang,Nanyang Technological University,"laser speckle, scattering media, phase retrieve, non-invasive, auto-correlation, optical physics",0.3601,0.5145,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,5,NRF-NRFF2015-02,Ultra-precision Dimensional Metrology using Femtosecond Laser Frequency Combs,KIM Young-Jin,Nanyang Technological University,high precision;frequency comb;precision metrology;femtosecond laser;disease diagnosis;space missions,0.3451,0.4930,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,6,NRF-000105,Geometric Interface Optics: A Synthetic Platform for High-capacity & Low-dimensional Metaphotonics,Cheng-Wei Qiu,National University of Singapore,geometric effects; low-dimensional metaphotonics; interface optics; excitonic photonics,0.3383,0.4833,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,7,MOE-000851,Fundamental Computational Aspects of Neuro-symbolic AI,Chong Kai Fong Ernest,Singapore University of Technology and Design,Neuro-symbolic AI; symbolic computation; satisfiability; machine reasoning; large language models; algebraic methods in AI,0.3357,0.4795,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,8,NRF-000466,TEACHING MACHINES TO SEE OUR 3D WORLD,Lee Gim Hee,National University of Singapore,Computer Vision; Deep Learning; 3D digital modeling; Neural Fields; Out-of-distribution learning; Scene understanding;,0.3351,0.4787,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,9,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3270,0.4671,0.0000
정진수 (Jinsoo Jeong),10734,홀로그램연구센터,https://rcard.re.kr/detail/jvIyoDc5xAZ/iMS0r3yyfg==,10,NRF-CRP11-2012-01,TOWARDS THE REALITY OF 3D IMAGING AND DISPLAY: Development of the World's First Viable Glasses-free Television System,Zheng Yuanjin,Nanyang Technological University,3D television;autostereoscopic;computational display;light field display;head tracked display;super multi-view display,0.3242,0.4631,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,1,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3613,0.5162,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,2,NRF-000119,Data Science as a Service (DaaS) to Improve Waterworks Operation Efficiency and Event Detection – A Smart SCADA,Seah Hsiu- Min Eugene,Surbana Technologies Pte. Ltd.,"scada, smart, data science, data analytics, machine learning, artificial intelligence",0.3537,0.5053,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,3,NRF-000564,"MARITIME ARTIFICIAL INTELLIGENCE RESEARCH FOR
SHIPPING DISRUPTION EVALUATION, LAUNCH BOAT OPTIMISATION AND DIGITAL
TESTING OF VESSEL PREDICTIVE MAINTENANCE",FU XIUJU,IHPC - Institute of High Performance Computing,Maritime AI; Shipping Disruption; Vessel Optimisation and Scheduling; Vessel Predictive Maintenance; Evaluation and Digital Testing,0.3491,0.4988,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,4,NRF-000590,Development of an integrated operational tool for Risk Assessment of Container Stackings at terminal yards under extreme gust conditions (RACS),Nguyen Vinh Tan,IHPC - Institute of High Performance Computing,"risk assessment, extreme weather condition, operational resilience, weather prediction, aerodynamic force",0.3490,0.4986,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,5,MOE-000195,Uncertainty quantification and multi-objective optimization of additive manufacturing,Yan Wentao,National University of Singapore,additive manufacturing; uncertainty quantification; multi-objective optimization; Multi-physics modelling; Experiment; Design of experiments,0.3352,0.4788,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,6,MOE-000428,Improving the efficiency of computational algorithms for fitting multilevel models to large data using augmentation techniques,Tan Siew Li Linda,National University of Singapore,Data augmentation schemes; Multilevel models; Rate of convergence; Expectation maximization algorithm; Variational approximation; Markov chain Monte Carlo algorithm,0.3349,0.4785,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,7,MOE-000767,Estimation and Inference with Many Weak Instruments and Controls,YICHONG ZHANG,Singapore Management University,Clustered Data; Formula Instruments; Judge Design; Machine Learning; Many Weak Instruments,0.3344,0.4778,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,8,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3221,0.4601,0.0000
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,9,NRF-000402,Mitigation Technology And Environmental Impact From Ammonia Bunkering Release,Liu Ming,Nanyang Technological University,Ammonia; Bunkering; Mitigation; Environmental,0.3193,0.4529,0.0076
신용우 (SHIN YONGWOO),10737,지능메카트로닉스연구센터,https://rcard.re.kr/detail/9s/WxNulOLDDa93jqCMbrA==,10,MOE-000827,"Role of Firm-to-Firm Input-Output Linkages in Transmitting Aggregate Shocks: Impacts on Firm-Level Productivity, Labor Demand, and Innovation",Pao-Li Chang,Singapore Management University,Firm-to-Firm Input-Output Linkages; Firm-Level Productivity; Firm-Level Labor Demand; Firm-Level Innovation; Global Value Chain,0.3185,0.4550,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,1,MOE-000881,Verifiable Large Language Models via Scalable Zero-Knowledge Proofs,Jiaheng Zhang,National University of Singapore,Cybersecurity; Zero-Knowledge Proofs; AI Security; Verifiable Machine Learning; Large Language Models;,0.3945,0.5635,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,2,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3812,0.5446,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,3,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3774,0.5392,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,4,MOE-000631,Bilingual Metalinguistic Scaffolding as a Pedagogical and Psychological Support for Early MTL Development,Christine Goh,Nanyang Technological University,Bilingual Education; Early Literacy; Scaffolding; Learning Support; Learner Motivation,0.3761,0.5373,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,5,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3718,0.5311,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,6,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3664,0.5235,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,7,MOE-000338,SLIONS: an AI-enabled Platform to Promote Personalized Chinese language Learning for Adult Language Learners,Wang Ye,National University of Singapore,evaluation of speech and singing voice; multimodal feedback; neuroplasticity; pronunciation; vocabulary; microlearning,0.3631,0.5186,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,8,MOE-000336,Understanding Brain Networks of Reading and Math to Inform Diagnostics and Interventions (Brain-NORM),Annabel Chen,Nanyang Technological University,"Reading difficulties, Math difficulties, working memory, comorbidity, response to intervention, screeners",0.3577,0.5110,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,9,MOE-000502,"Unlocking Motivations, Confidence, and Positive Outcomes for Adult Learners:  Empirical Characterization and Digital Interventions",Charmaine Tan,IHPC - Institute of High Performance Computing,"adult learning, motivation, confidence, behaviour, intervention, technology",0.3568,0.5098,0.0000
권재영 (KWON JAE YOUNG),10738,ICT융합연구센터,https://rcard.re.kr/detail/t1EVzMLcteMvdXwqcQNrbw==,10,NRF-000422,Interpretable and Automated Cryptanalysis for Tailor-Made Cryptographic Design,Thomas Peyrin,Nanyang Technological University,cryptography; cyber-security; machine learning; explainable AI,0.3518,0.5026,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3806,0.5438,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,2,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3570,0.5100,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,3,NRF-000328,Development and Testing of Prototype for beyond Human Auditory Range Ambient Acoustic Monitoring and Identifying of Equipment Anomalies,Edwin Yeo Chee Hui,Teredo Analytics Pte. Ltd.,Data Access Contact:,0.3284,0.4692,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,4,NRF-000314,Development and Testing of Prototype for beyond Human Auditory Range Ambient Acoustic Monitoring and Identifying of Equipment Anomalies,Edwin Yeo Chee Hui,Teredo Analytics Pte. Ltd.,Data Access Contact:,0.3284,0.4692,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,5,NRF-000423,"Towards AIoT – Building Intelligence into Sensing, Networking, and Data Analytics of IoT",Mo Li,Nanyang Technological University,"AIoT, Internet of Things, Sensing, Data analytics",0.3278,0.4682,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,6,MOE-000500,"Digital Information Resilience:
Restoring Trust and Nudging Behaviours in Digitalisation",Chen Tsuhan,National University of Singapore,Digital information pipeline; Consumer behaviour; Misinformation detection and mitigation; Information consumption and dissemination; Information sense-making; Sociotechnical governance and policy,0.3261,0.4658,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,7,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3219,0.4599,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,8,MOE-000275,Learning Latent Structure of High-Dimensional Data with Adversarial Training,Vincent Tan,National University of Singapore,"Matrix factorization, Graphical models, High-dimensional data, Structure Learning, Adversarial Training",0.3213,0.4590,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,9,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3211,0.4587,0.0000
송영호 (song youngho),10739,ICT융합연구센터,https://rcard.re.kr/detail/69o8lVguC4AtRptFzLkXbQ==,10,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3205,0.4579,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,1,MOE-000859,Physics-informed sheaf neural network for chemical data analysis,XIA Kelin,Nanyang Technological University,Sheaf theory; Sheaf neural network; Geometric deep learning; Chemical data analysis; Normal mode analysis; Physics-informed AI models;,0.3992,0.5704,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,2,NRF-000119,Data Science as a Service (DaaS) to Improve Waterworks Operation Efficiency and Event Detection – A Smart SCADA,Seah Hsiu- Min Eugene,Surbana Technologies Pte. Ltd.,"scada, smart, data science, data analytics, machine learning, artificial intelligence",0.3978,0.5683,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,3,NRF-000431,Creating SERS Chemical Space to Identify Unknown Chemical/Disease X,Ling Xing Yi,Nanyang Technological University,Surface-enhanced Raman scattering; Machine Learning; Automation; Disease detection,0.3685,0.5265,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,4,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3585,0.5122,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,5,NRF-000469,Geo-referenced Mapping And Positioning System (GMAPS) for Automatic Generation of As-Built Building Information Model (BIM) of Underground Assets,Fong Wee Teck,I2R - Institute for Infocomm Research,"Geospatial, Mixed-Reality, BIM, lidar, RTK, Underground Assets",0.3555,0.5078,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,6,NRF-000540,Dispersion Analysis and Simulation for Handling of Future Fuels,Nguyen Vinh Tan,IHPC - Institute of High Performance Computing,alternative fuels; dispersion; risk assessment; integrated system; ammonia; methanol; accidental leakages,0.3498,0.4997,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,7,NRF-000402,Mitigation Technology And Environmental Impact From Ammonia Bunkering Release,Liu Ming,Nanyang Technological University,Ammonia; Bunkering; Mitigation; Environmental,0.3471,0.4958,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,8,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3450,0.4928,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,9,NRF-000590,Development of an integrated operational tool for Risk Assessment of Container Stackings at terminal yards under extreme gust conditions (RACS),Nguyen Vinh Tan,IHPC - Institute of High Performance Computing,"risk assessment, extreme weather condition, operational resilience, weather prediction, aerodynamic force",0.3448,0.4926,0.0000
구윤정 (Yun-Jeong Gu),10740,산업데이터융합연구센터,https://rcard.re.kr/detail/RsIs4Pnk2wmzfOkutivcwA==,10,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3414,0.4878,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,1,MOE-000044,"Massive, Ultra-Reliable, and Low-Latency Wireless Communications",Tony Quek,Singapore University of Technology and Design,Multiple access; massive IoT; ultra-reliable communications; low-latency communications; tactile internet,0.4433,0.6333,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,2,NRF-000423,"Towards AIoT – Building Intelligence into Sensing, Networking, and Data Analytics of IoT",Mo Li,Nanyang Technological University,"AIoT, Internet of Things, Sensing, Data analytics",0.4046,0.5780,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,3,MOE-000277,Holistic Allocation of Edge and Wireless Resources for Time-Sensitive IoT Applications,Arvind Easwaran,Nanyang Technological University,Real-time resource provisioning & scheduling; decentralized resource allocation; approximation guarantees for wireless-edge-cloud resource provisioning; building cooling system case study,0.4024,0.5749,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,4,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3879,0.5541,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,5,MOE-000352,"IntelliStream: Towards Highly-Optimized, Ultra-Scalable, and Self-Adaptive Data Stream Analytics in the Heterogeneous IoT Environment",Shuhao Zhang,Nanyang Technological University,"Stream Processing; Heterogeneous Architectures; IoT Systems; Query Optimization, Edge Computing; Modular Design",0.3820,0.5457,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,6,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3722,0.5318,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,7,NRF-000140,PACE: Next-Generation IoT Edge Computing through Efficient Software Programmable Accelerators,MITRA TULIKA,National University of Singapore,IoT; Edge Computing; Low Power; Reconfigurable Computing; Accelerator,0.3710,0.5270,0.0071
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,8,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3651,0.5215,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,9,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3580,0.5115,0.0000
이석준 (Seokjun Lee),10712,자율형IoT연구센터,https://rcard.re.kr/detail/B+ytSJNGhfwugKzbLaaoRg==,10,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3523,0.5033,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,1,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3386,0.4837,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,2,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3386,0.4836,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,3,MOE-000123,Provenance-Based Graph Analytics and Transfer Learning for Intrusion Detection,Ke Yi Ping,Nanyang Technological University,Data Provenance; Intrusion Detection; Attributed Graph Analytics; Transfer Learning,0.3350,0.4785,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,4,NRF-000367,Fuzz Testing,Abhik Roychoudhury,National University of Singapore,"Fuzz Testing, Software Security, Binary Analysis, Systems Security",0.3333,0.4761,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,5,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3275,0.4679,0.0000
심영보 (Youngbo Shim),10716,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/R5KK8aLLdDU0LXu68qvsYw==,6,NRF-000017,Cyber Forensics & Assurance R&D Programme,Gan Chee Lip,Nanyang Technological University,"Forensics, Data Recovery, Hardware Assurance, Anti-Forensic Solutions, Side Channel Techniques",0.3187,0.4552,0.0000
